description,category,source_bank,transaction_type
TRSF E-BANKING DB BUKALAPAK,belanja,Mandiri,debit
DB TRAVELOKA RIDE,transport,BNI,debit
DEBIT EDC TRANSJAKARTA BGR,transport,BCA,debit
IPY TRAVELOKA EATS,makanan,BSI,debit
BYR TAGIHAN PDAM KOTA,tagihan,BRI,debit
IPY CICILAN KENDARAAN 430896,tagihan,Mandiri,debit
DEBIT EDC BIAYA WISUDA MLG,pendidikan,BCA,debit
BYR VIA M-BANKING PDAM TIRTA BHAGASASI,tagihan,Permata,debit
IPY BIAYA WISUDA,pendidikan,BCA,debit
DONASI SOSIAL INDRA KUSUMA,transfer_sosial,CIMB,transfer
KIRIM UANG ISTRI VINA OKTAVIA,transfer_keluarga,BNI,transfer
NP APOTEK WATSONS PBR,kesehatan,BRI,debit
IPY SKILL ACADEMY,pendidikan,Danamon,debit
AUTODEBET CICILAN FIF MOTOR,tagihan,Mandiri,debit
TRSF E-BANKING DB 7708963438 KIRIMAN CITRA DEWI,transfer_keluarga,CIMB,transfer
QRIS PMT BIAYA UJIAN NASIONAL,pendidikan,BCA,debit
NP TIMEZONE BGR,hiburan,BRI,debit
DB GOFOOD FOOD,makanan,CIMB,debit
SWITCHING DB CIMB 9880974146,tidak_diketahui,Danamon,transfer
TRSF E-BANKING DB PET SHOP,lainnya,BSI,debit
NP KLINIK PRATAMA BDG,kesehatan,BRI,debit
DB EDC NAV KARAOKE 868,hiburan,Permata,debit
PEMBAYARAN RAWAT RS SILOAM,kesehatan,Permata,debit
QRIS PMT LAUNDRY BTM,lainnya,BCA,debit
KIRIMAN IBU INDRA KUSUMA 2955971946,transfer_keluarga,Danamon,transfer
TOP  UP LINKAJA 002688,topup_ewallet,LinkAja,ewallet
BAYAR KLINIKAPOTEK WATSONS TNG,kesehatan,Permata,debit
DB DUOLINGO PLUS,pendidikan,Permata,debit
PYMNT TRAVELOKA EATS 717,makanan,Danamon,debit
PYMNT TRAVELOKA EATS,makanan,Permata,debit
EDC ZAKAT INFAQ YK,lainnya,BCA,debit
TRSF E-BANKING DB TRAVELOKA,transport,BNI,debit
BYR SERVICE AC 61,lainnya,Permata,debit
TRF 096279 BCA,tidak_diketahui,Permata,transfer
PYMNT GOFOOD,makanan,BNI,debit
SWITCHING DB YOUTUBE PREMIUM,hiburan,BCA,debit
DB SERVICE AC,lainnya,BCA,debit
PYMNT PLN TOKEN LISTRIK 919194,tagihan,BNI,debit
PEMBAYARAN FIRSTMEDIA 52486821,tagihan,Permata,debit
STEAM PURCHASE,hiburan,CIMB,debit
PATUNGAN KADO DINA FITRIANI,transfer_sosial,BSI,transfer
IPY UKT SEMESTER GENAP,pendidikan,BNI,debit
DEBIT EDC OPTIK SEIS MKS,kesehatan,BCA,debit
BIAYA HIDUP KELUARGA JOKO WIDODO,transfer_keluarga,Mandiri,transfer
RETAIL METRO DEPT STORE BKS,belanja,Permata,debit
SA IB PRIMA Dr Trf 6915192209,tidak_diketahui,BCA,transfer
TRANSFER KAS RT MULYADI,transfer_sosial,Mandiri,transfer
DB ORAMI PAYMENT,belanja,Permata,debit
SUMBANGAN MASJID TONO HARTONO 525,transfer_sosial,BSI,transfer
TRF IURAN MUSHOLA IRA YUNITA,transfer_sosial,Mandiri,transfer
DEBIT EDC RUMAH SAKIT UMUM MDN,kesehatan,BRI,debit
FOOD A&W RESTAURANT SMG,makanan,Mandiri,debit
PRC RAMAYANA BDG,belanja,BRI,debit
DB DONASI PMI,lainnya,Mandiri,debit
PYMNT ZALORA,belanja,Permata,debit
PYMNT SHOPEEFOOD,makanan,CIMB,debit
DB EDC  AMAZONE,hiburan,BCA,debit
DB EDC OPTIK MELAWAI,kesehatan,BCA,debit
BYR PERIPLUS BOOKSTORE 6587472691,pendidikan,Mandiri,debit
PRC GUARDIAN MLG,belanja,BCA,debit
TRANSFER KE JULIANA PUTRI NAFKAH BULANAN,transfer_keluarga,CIMB,transfer
DB WARUNG KOPI BGR,makanan,Permata,debit
KIRIM UANG ISTRI TONO HARTONO,transfer_keluarga,Mandiri,transfer
KIRIMAN BULANAN SUAMI QORI AMALIA,transfer_keluarga,CIMB,transfer
TRF KE EKO PRASETYO PATUNGAN WISATA,transfer_sosial,Danamon,transfer
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
KIRIM KE ADIK OLIVIA SINAGA 3074388598,transfer_keluarga,BCA,transfer
BAYAR KLINIK KLINIK ESTETIKA TNG,kesehatan,Danamon,debit
DB MAXIM TIKET,transport,BNI,debit
PRC ALFAMART JKT,belanja,BNI,debit
TRSF E-BANKING DB PARKIR,lainnya,Mandiri,debit
SA IB PRIMA Dr Trf REK SENDIRI,transfer_internal,BCA,transfer
TRSF E-BANKING DB BIMBEL GANESHA OPERATION,pendidikan,CIMB,debit
TRANSFER 4028612516,tidak_diketahui,BNI,transfer
DB GOFOOD FOOD,makanan,BRI,debit
TRF PATUNGAN ENDAH PURWANTI,transfer_sosial,CIMB,transfer
DB LINKEDIN LEARNING,pendidikan,BNI,debit
DEBIT EDC SERVICE AC PLB,lainnya,Danamon,debit
DEBIT EDC MRT JAKARTA SBY,transport,CIMB,debit
KIRIM KONDANGAN VERA ANGGRAINI,transfer_sosial,BCA,transfer
RETAIL ZARA TNG,belanja,CIMB,debit
APY PGN GAS RUMAH 693616315568,tagihan,BCA,debit
NP BIOSKOP CGV LPG,hiburan,BRI,debit
DB EDC KOPITIAM CRB,makanan,CIMB,debit
TRSF E-BANKING DB 8012708042 KURNIA SARI RUTIN,transfer_keluarga,Mandiri,transfer
KONDANGAN PERNIKAHAN ENDAH PURWANTI,transfer_sosial,Permata,transfer
DB SUNATAN,lainnya,Mandiri,debit
QRIS PMT TIMEZONE BTM,hiburan,BCA,debit
PEMBAYARAN RAWAT RS,kesehatan,CIMB,debit
INFAQ JUMAT 898306,transfer_sosial,CIMB,transfer
QRIS PMT PERIPLUS BOOKSTORE,pendidikan,BRI,debit
PYMNT SHOPEE,belanja,BSI,debit
IURAN ARISAN BULANAN LESTARI NINGRUM,transfer_sosial,CIMB,transfer
E-BANKING DB BIMBEL NEUTRON,pendidikan,Danamon,debit
DB EDC ALFAMART SMG,belanja,CIMB,debit
NP EXPRESS TAXI MLG,transport,BRI,debit
QRIS PMT BLUE BIRD TAXI BGR 066,transport,Mandiri,debit
EDC CELEBRITY FITNESS BKS,hiburan,Permata,debit
TRF KE SURYA DARMA PATUNGAN WISATA,transfer_sosial,BSI,transfer
DONASI BUDI SANTOSO 443731,transfer_sosial,CIMB,transfer
SA OB TABUNGAN BISNIS,transfer_internal,Mandiri,transfer
IPY SPOTIFY PREMIUM,hiburan,CIMB,debit
TRSF E-BANKING DB 2666961113 KIRIMAN HENDRA GUNAWAN,transfer_keluarga,BCA,transfer
SWITCHING DB SPOTI,hiburan,Mandiri,debit
RAWAT RS MEDISTRA,kesehatan,BSI,debit
TRSF E-BANKING DB SHOPEEFOOD,makanan,Danamon,debit
BELANJA ERAFONE BGR,belanja,BRI,debit
DB TRAVELOKA TIKET,transport,Mandiri,debit
QRIS PMT BENGKEL SUZUKI MDN,transport,Mandiri,debit
VIS FORE COFFEE JKT,makanan,Mandiri,debit
QRIS PMT APOTEK CENTURY DPS 102,kesehatan,BNI,debit
HAPPY PUPPY KTV SOL,hiburan,Permata,debit
PYMNT TRAVELOKA EATS,makanan,Permata,debit
PEMBAYARAN RAWAT RS PREMIER JATINEGARA,kesehatan,BSI,debit
DB PARKIR,lainnya,CIMB,debit
IPY IURAN BULANAN RT 925917,tagihan,BNI,debit
BIAYA BEROBAT RS ADVENT,kesehatan,BRI,debit
DEBIT EDC ANYTIME FITNESS BPN,hiburan,Danamon,debit
TRSF E-BANKING DB PLN TOKEN LISTRIK,tagihan,CIMB,debit
DEBIT EDC PLANET SPORT BKS,belanja,Mandiri,debit
RETAIL CONVERSE  STORE SBY,belanja,Permata,debit
TRSF E-BANKING DB 7047604017 PANDU ADITYA,transfer_sosial,Danamon,transfer
QRIS PMT WATERBOM MKS,hiburan,BCA,debit
DEBIT EDC APOTEK 24 JAM DPK,kesehatan,Danamon,debit
DEBIT EDC KLINIK ESTETIKAJKT,kesehatan,BNI,debit
TRF PATUNGAN DINA FITRIANI,transfer_sosial,BRI,transfer
DB E-TOLL BDG,transport,CIMB,debit
PEMBAYARAN BIZNET HOME 0252703773,tagihan,BNI,debit
RETAIL OPTIK SEIS P,belanja,Permata,debit
PYMNT GRAB,transport,BRI,debit
VIS MCDONALD'S TNG,makanan,Mandiri,debit
TRSF DEBIT 53307109,tidak_diketahui,BRI,transfer
BIAYA HIDUP KELUARGA ZAKI,transfer_keluarga,BNI,transfer
QRIS PMT HAPPY PUPPY KTV LPG,hiburan,CIMB,debit
TRSF E-BANKING DB SERVICE AC,lainnya,Permata,debit
PRC HOKA HOKA BENTO SMG 179,makanan,Danamon,debit
PEMBAYARAN GRABFOOD,makanan,BCA,debit
KIRIM UANG ISTRI LINA MARLINA,transfer_keluarga,Permata,transfer
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
TRANSFER KE ZAHRA NURLAILA NAFKAH BULANAN,transfer_keluarga,BSI,transfer
TAGIHAN KARTU KREDIT MANDIRI 19053484,tagihan,BRI,debit
IPY MAXIM,transport,BSI,debit
TRAVELOKA RIDE,transport,BNI,debit
TRANSFER ANAK KOS HENDRA GUNAWAN,transfer_keluarga,Mandiri,transfer
DB SHOPEEFOODORDER,makanan,BRI,debit
PYMNT LAZADA,belanja,BNI,debit
PYMNT KLIKDOKTER,kesehatan,Mandiri,debit
KONDANGAN PERNIKAHAN UMI KALSUM,transfer_sosial,BRI,transfer
PYMNT MAXIM,transport,Mandiri,debit
QRIS PMT GOLD GYM JKT,hiburan,Mandiri,debit
TRF BULANAN KE SARI INDAH,transfer_keluarga,BNI,transfer
KIRIMAN AYAHDINA FITRIANI,transfer_keluarga,BCA,transfer
TRSF E-BANKING DB KURSUS BAHASA EF ENGLISH,pendidikan,BNI,debit
PBK REK 3231703850 KE REK 2775151873,transfer_internal,BNI,transfer
BYR SERVICE AC 193160529358,lainnya,Mandiri,debit
trsf e-banking db zalora,belanja,BRI,debit
PMT LABORATORIUM CITO BKS,kesehatan,Danamon,debit
TRSF E-BANKING DB TIKTOK SHOP,belanja,Mandiri,debit
BIAYA HIDUP KELUARGA HENDRA GUNAWAN,transfer_keluarga,CIMB,transfer
FOOD AYAM  GEPREK BENSU LPG,makanan,BCA,debit
SWITCHING DB YOUTUBE PREMIUM,hiburan,Danamon,debit
TRSF E-BANKING DB AP,hiburan,Mandiri,debit
DB TRF 3238443791,tidak_diketahui,Danamon,transfer
TRSF E-BANKING D,pendidikan,Mandiri,debit
IPY COURSERA,pendidikan,BNI,debit
PRC BOBA THAI TEA JKT,makanan,Danamon,debit
TRSF E-BANKING DB TELKOMSEL SIMPATI,tagihan,BSI,debit
PEMBAYARAN GRABFOOD,makanan,CIMB,debit
SWITCHING DB TOL,transport,BSI,debit
SWITCHING DB CICILAN FIF MOTOR,tagihan,Permata,debit
KIRIMAN BULANAN SUAMI FAJAR SIDIQ,transfer_keluarga,Mandiri,transfer
NP WATSONS MKS,belanja,BRI,debit
BAYAR TAGIHAN PDAM TIRTA BHAGASASI,tagihan,BNI,debit
TRSF E-BANKING DB UKT SEMESTER GENAP,pendidikan,BSI,debit
DEBIT EDC AYAM GEPREK BENSU JKT,makanan,BCA,debit
VIS DAISO,belanja,Mandiri,debit
VIS MAXX COFFEE MDN,makanan,Mandiri,debit
FOOD MARUGAME UDON DPK,makanan,BNI,debit
KIRIMAN IBU BUDI SANTOSO 9639320603,transfer_keluarga,Danamon,transfer
BYR BARBERSHOP 821369,lainnya,Danamon,debit
VIS WATSONS,belanja,Mandiri,debit
DB TRAVELOKA EATS ORDER,makanan,Danamon,debit
DEBIT EDC INUL VIZTA YK,hiburan,BSI,debit
VIS SUPERINDO 241,belanja,Mandiri,debit
DB CUCI MOBIL,lainnya,Mandiri,debit
DB EDC KLINIK GIGI,kesehatan,Danamon,debit
VIS HERO SUPERMARKET,belanja,Mandiri,debit
PEMBAYARAN RAWAT RS ADVENT,kesehatan,Mandiri,debit
NP KFC SBY,makanan,BRI,debit
trsf e-banking db gojek,transport,BRI,debit
SWITCHING DB AXIS,tagihan,CIMB,debit
DB XL PRABAYAR,tagihan,Permata,debit
BYR VIA M-BANKING TAGIHAN GAS PGN,tagihan,BNI,debit
IPY RUANGGURU,pendidikan,BCA,debit
PEMBAYARAN AXIS 61486826,tagihan,Permata,debit
DB TRAVELOKA RIDE,transport,BRI,debit
OVERBOOKING Danamon INTERNAL,transfer_internal,DANA,ewallet
VIS HOKA HOKA BENTO BTM,makanan,Mandiri,debit
PATUNGAN ULANG TAHUN JULIANA PUTRI,transfer_sosial,Danamon,transfer
NP ZAKAT INFAQ SMG,lainnya,BRI,debit
TRF BULANAN KE OLIVIA SINAGA,transfer_keluarga,Permata,transfer
NP ANYTIME FITNESS PBR,hiburan,BRI,debit
TRF IURAN RT LESTARI NINGRUM 1267070606,transfer_sosial,Permata,transfer
DB GRAB RIDE,transport,CIMB,debit
SA OB CA TABUNGAN KE DEPOSITO,transfer_internal,Mandiri,transfer
PEMBAYARAN SHOPEE ORDER,belanja,BSI,debit
NP LAUNDRY BKS,lainnya,BRI,debit
KONSULTASI GOOD DOCTOR,kesehatan,BRI,debit
TRSF DB SUMBANGAN TIKA RAHMADHANI,transfer_sosial,BNI,transfer
transfer anak kos zahra nurlaila,transfer_keluarga,CIMB,transfer
BIAYA BEROBAT RS ADVENT,kesehatan,Permata,debit
KONDANGAN PERNIKAHAN OKI PRATAMA,transfer_sosial,Danamon,transfer
TRANSFER 7461820099,tidak_diketahui,Permata,transfer
NP ZAKAT INFAQ YK,lainnya,BRI,debit
DB TOKOPEDIA BELANJA,belanja,BRI,debit
ipy bukalapak,belanja,Permata,debit
IPY INDIHOME TELKOM 029708,tagihan,Mandiri,debit
NP AHASS HONDA YK,transport,BRI,debit
TRSF E-BANKING DB UDEMY LEARNING,pendidikan,BSI,debit
RETAIL HERO SUPERM,belanja,BSI,debit
QRIS PMT RAMAYANA SBY,belanja,Danamon,debit
TRANSFER KAS RT WATI SUSANTI,transfer_sosial,BSI,transfer
KONSULTASI GRABHEALTH,kesehatan,BNI,debit
KIRIMAN AYAH ZAHRA NURLAILA,transfer_keluarga,BRI,transfer
BYR CICILAN ADIRA FINANCE,tagihan,BCA,debit
DEBIT EDC GOLD GYM MKS,hiburan,BSI,debit
SA IB PRIMA Dr Trf 4306044643,tidak_diketahui,BCA,transfer
DB GOJEK RIDE,transport,Permata,debit
NP ANYTIME FITNESS MDN,hiburan,BRI,debit
DEBIT EDC BIOSKOP XXI MLG,hiburan,BRI,debit
DEBIT EDC PARKIR BDG,lainnya,CIMB,debit
QRIS PMT APOTEK WATSONS DPK,kesehatan,BSI,debit
PYMNT BUKALAPAK,belanja,Danamon,debit
DEBIT EDC APOTEK GUARDIAN SOL,kesehatan,Danamon,debit
IPY TELKOMSEL KARTU AS 23340903,tagihan,Mandiri,debit
IPY BUKALAPAK,belanja,BRI,debit
QRIS PMT BURGER KING BKS,makanan,BCA,debit
DB LAZADA PAYMENT,belanja,BNI,debit
APY PERTAMINA SPBU,transport,BCA,debit
PEMBAYARAN RAWAT RS PREMIER JATINEGARA,kesehatan,Mandiri,debit
KE ADIK GILANG RAMADHAN 6840391056,transfer_keluarga,BSI,transfer
NP RS SILOAM TNG,kesehatan,BRI,debit
APY 3 INDONESIA 730688910851,tagihan,BCA,debit
TRAVELOKA EATS FOOD,makanan,BCA,debit
DB VIDIO PREMIER,hiburan,Mandiri,debit
TRSF E-BANKING DB GRAMEDIA BOOKSTORE,pendidikan,BCA,debit
QRIS PMT BLUE BIRD TAXI BDG,transport,BCA,debit
DB SHOPEEFOOD ORDER,makanan,Danamon,debit
DEBIT EDC KURSUS BAHASA EF ENGLISH BPN,pendidikan,Mandiri,debit
NP KRL COMMUTERLINE CRB,transport,BRI,debit
APY PDAM TIRTA JAYA 235823,tagihan,BCA,debit
BIAYA BEROBAT RS MEDISTRA,kesehatan,BRI,debit
TRF 3062353635 BSI,tidak_diketahui,BCA,transfer
QRIS PMT RUMAH SAKIT UMUM PBR,kesehatan,BSI,debit
IPY GRAB,transport,BNI,debit
PYMNT MAXIM,transport,BRI,debit
KONSULTASI KLIKDOKTER,kesehatan,BCA,debit
DEBIT EDC AMAZONE MKS,hiburan,BCA,debit
PEMBAYARAN ORAMI ORDER,belanja,Mandiri,debit
BYR KURSUS KOMPUTER 008730,pendidikan,BRI,debit
PYMNT TRAVELOKA EATS,makanan,Mandiri,debit
FOOD J.CO DONUTS PBR,makanan,Mandiri,debit
DB GOOD DOCTOR,kesehatan,BNI,debit
DB BUKALAPAK BELANJA,belanja,BNI,debit
TRF 3907079315 BCA,tidak_diketahui,BRI,transfer
TRF KE RATNA SARI PATUNGAN WISATA,transfer_sosial,Danamon,transfer
BIAYA BEROBAT PUSKESMAS,kesehatan,Mandiri,debit
KE GOPAY 7511791869,topup_ewallet,GoPay,ewallet
NP WATSONS BKS,belanja,BRI,debit
PEMBAYARAN RAWAT RS PREMIER JATINEGARA,kesehatan,BCA,debit
IPY MAXIM,transport,BSI,debit
PRC CONVERSE STORE BGR,belanja,Danamon,debit
TRSF E-BANKING DB 5709247502,tidak_diketahui,BNI,transfer
QRIS PMT UKT SEMESTER GANJIL 308,pendidikan,BSI,debit
PYMNT BUKALAPAK,belanja,BRI,debit
DEBIT EDC CELEBRITY FITNESS MDN,hiburan,Mandiri,debit
QRIS PMT  PARKIR SMG,transport,BNI,debit
NP ASURANSI JIWA DPK,lainnya,BRI,debit
TRF 1049150757 Danamon,tidak_diketahui,DANA,ewallet
KIRIMAN BULANAN SUAMI YUSUF RAHMAN,transfer_keluarga,BRI,transfer
TRSF E-BANKING DB YOUTUBE PREMIUM,hiburan,Permata,debit
DEBIT EDC APOTEK KIMIA FARMA DPS,kesehatan,BSI,debit
TOP UP LINKAJA 116956,topup_ewallet,LinkAja,ewallet
TRSF E-BANKING DB 0404873805 LINA MARLINA,transfer_sosial,Danamon,transfer
food mixue pbr,makanan,Mandiri,debit
IPY APPLE MUSIC,hiburan,BRI,debit
QRIS PMT NEW ERA TNG,belanja,Mandiri,debit
BYR VIA M-BANKING PDAM TIRTA BHAGASASI,tagihan,BCA,debit
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
NP SEDEKAH DPS,lainnya,BRI,debit
VIS HYPERMART,belanja,Mandiri,debit
BIAYA BEROBAT RS PREMIER JATI,kesehatan,CIMB,debit
SA IB PRIMA Dr Trf 4540391196,tidak_diketahui,BCA,transfer
SWITCHING DB CODASHOP,hiburan,BSI,debit
PEMBAYARAN ZALORA ORDER,belanja,BCA,debit
DB KAI ACCESS TIK,transport,BRI,debit
TRANSFER KAS RT WATI SUSANTI,transfer_sosial,BRI,transfer
SA IB PRIMA Dr Trf 1254215397,tidak_diketahui,BCA,transfer
BYR VIA M-BANKING PGN GAS RUMAH,tagihan,Danamon,debit
PYMNT BLIBLI,belanja,CIMB,debit
DEBIT EDC SHELL SPBU BDG,transport,Permata,debit
INFAQ JUMAT 720794,transfer_sosial,Permata,transfer
SA OB CA TABUNGAN KE DEPOSITO,transfer_internal,Mandiri,transfer
IPY BIMBEL ONLINE,pendidikan,BRI,debit
DB TRAVELOKA EATS FOOD,makanan,BNI,debit
SA IB PRIMA Dr Trf 7710123889 INDRA KUSUMA,transfer_keluarga,BCA,transfer
MAKAN FORE COFFEE MKS,makanan,Danamon,debit
TRSF E-BANKING DB TRAVELOKA,transport,CIMB,debit
NP A&W RESTAURANTYK,makanan,BRI,debit
BYR TRI HUTCHISON 872386,tagihan,Permata,debit
SWITCHING DB BSI 5851727487 FAJAR SIDIQ,transfer_keluarga,BCA,transfer
FOOD WARUNG PADANG SEDERHANA PLB,makanan,Mandiri,debit
PEMBAYARAN ZALORA ORDER,belanja,BCA,debit
NP RS PREMIER JATINEGARA SOL,kesehatan,BRI,debit
PRC RUMAH MAKAN PADANG BKS,makanan,BCA,debit
PYMNT TOKOPEDIA,belanja,Permata,debit
QRIS PMT SUPERINDO DPK,belanja,Danamon,debit
QRIS PMT PARKIR SBY,transport,Permata,debit
TRANSFER BELANJA KELUARGA WATI SUSANTI,transfer_keluarga,BNI,transfer
DB TAGIHAN KARTU KREDIT MANDIRI,tagihan,Mandiri,debit
BAYAR KLINIK KLINIK ESTETIKA BPN,kesehatan,BCA,debit
KONDANGAN PERNIKAHAN ,transfer_sosial,Danamon,transfer
IPY GRABFOOD,makanan,BRI,debit
SWITCHING DB Permata 7812707251 BUDI SANTOSO,transfer_sosial,BSI,transfer
KIRIM KE ADIK PUTRI MAHARANI 6967985166,transfer_keluarga,BRI,transfer
QRIS PMT PERIPLUS BOOKSTORE,pendidikan,BNI,debit
DB FLAZZ TOPUP,transport,Mandiri,debit
PEMBAYARAN SHOPEE ORDER,belanja,Mandiri,debit
DB EDC CINEPOLIS,hiburan,CIMB,debit
BYR VIA M-BANKING XL AXIATA,tagihan,BNI,debit
DEBIT EDC APOTEK CENTURY YK,kesehatan,CIMB,debit
IPY ORAMI,belanja,BCA,debit
PATUNGAN ULANG TAHUN JULIANA PUTRI,transfer_sosial,CIMB,transfer
DB EDC BUBUR AYAM BGR,makanan,Danamon,debit
TRF BULANAN KE RATNA SARI,transfer_keluarga,BRI,transfer
IPY VIDIO PREMIER,hiburan,BSI,debit
TRF ORANG TUA JULIANA PUTRI 2956444554,transfer_keluarga,Permata,transfer
TRF ORANG TUA MEGA PUSPITA 9077518409,transfer_keluarga,CIMB,transfer
TRSF DEBIT 5852,tidak_diketahui,CIMB,transfer
PYMNT BIZNET HOME 9013829361,tagihan,BNI,debit
PYMNT CICILAN KPR BTN 02647849,tagihan,Permata,debit
TRSF E-BANKING DB TOKOPEDIA,belanja,CIMB,debit
switching db pdam kota,tagihan,Danamon,debit
TRSF DB KIRIMAN KELUARGA LESTARI NINGRUM,transfer_keluarga,BCA,transfer
BYR PDAM TIRTA BHAGASASI 72548583,tagihan,BCA,debit
autodebet tagihan gas pgn,tagihan,BCA,debit
DB EDC TOMORO COFFEE MLG,makanan,BSI,debit
DEBIT EDC BIMBEL ONLINE DPK,pendidikan,Danamon,debit
BYR GRAMEDIA BOOKSTORE 08906323,pendidikan,BRI,debit
TRSF E-BANKING DB 6449875372 AHMAD FAUZI,transfer_sosial,CIMB,transfer
TRSF DB SUMBANGAN JOKO WIDODO,transfer_sosial,Mandiri,transfer
TRF IURAN RT HENDRA GUNAWAN 2844320731,transfer_sosial,BSI,transfer
byr biaya ujian nasional 8669570818,pendidikan,Permata,debit
KLINIK RS MEDISTRA MKS,kesehatan,CIMB,debit
BIAYA BEROBAT APOTEK WATSONS,kesehatan,BNI,debit
BYR VIA M-BANKING IURAN IPL APARTEMEN,tagihan,BCA,debit
DB TRAVELOKA EATS  ORDER,makanan,BCA,debit
DB FLAZZ TOPUP,transport,BCA,debit
DB TIKET.COM RIDE,transport,Mandiri,debit
BELANJA RANCH MARKET BGR,belanja,BSI,debit
DB FLAZZ TOPUP,transport,Mandiri,debit
SWITCHING DB TELKOMSEL SIMPATI,tagihan,BRI,debit
IPY TOGA MAS,pendidikan,BSI,debit
MAKAN STARBUCKS COFFEE SBY,makanan,Permata,debit
DEBIT EDC APOTEK KIMIA FARMA CRB,kesehatan,BRI,debit
TRSF E-BANKING DB 2628845848 KURNIA SARI RUTIN,transfer_keluarga,Danamon,transfer
QRIS PMT NOTARIS PPAT JKT,lainnya,CIMB,debit
TRSF E-BANKING DB TRAVELOKA,transport,CIMB,debit
switching db tol tng,transport,BCA,debit
BELANJA UNIQLO CRB,belanja,CIMB,debit
PEMBAYARAN TRAVELOKA EATS,makanan,Permata,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
RESTO JANJI JIWA CRB,makanan,BCA,debit
E-BANKING DB SPOTIFY PREMIUM,hiburan,BRI,debit
DB FLAZZ TOPUP,transport,BSI,debit
NP SOCIOLLA MKS,belanja,BRI,debit
SWITCHING DB BIZNET HOME,tagihan,BNI,debit
DEBIT EDC ZAKAT INFAQ SMG,lainnya,CIMB,debit
NP RS PONDOK INDAH SBY,kesehatan,BRI,debit
BYR SPP SMP 73146424,pendidikan,Permata,debit
DB EDC BAKSO BOEDJANGAN TNG,makanan,Danamon,debit
IPY TRAVELOKA EATS,makanan,Permata,debit
TRSF E-BANKING DB SPP SEKOLAH DASAR,pendidikan,Mandiri,debit
DEBIT EDC SPP SMP BTM,pendidikan,Permata,debit
QRIS PMT SPP SMP,pendidikan,Permata,debit
QRIS PMT PARKIR DPK,transport,Danamon,debit
NP APOTEK VIVA GENERIK PLB,kesehatan,BRI,debit
KIRIMAN BULANAN SUAMI FAJAR SIDIQ,transfer_keluarga,BSI,transfer
BIAYA HIDUP KELUARGA DINA FITRIANI,transfer_keluarga,BNI,transfer
NP BEBEK GORENG HARISSA YK,makanan,BRI,debit
IURAN ARISAN BULANAN NURI RAHAYU,transfer_sosial,BNI,transfer
QRIS PMT SUNATAN PBR,lainnya,BNI,debit
PMT APOTEK VIVA GENERIK BTM,kesehatan,BSI,debit
IPY SPP SMP,pendidikan,BNI,debit
pembayaran gofood,makanan,CIMB,debit
DB EDCNAV KARAOKE,hiburan,Danamon,debit
PBK GIRO KE TABUNGAN 0445,transfer_internal,BRI,transfer
TRF ORANG TUA LINA MARLINA 5796467243,transfer_keluarga,Danamon,transfer
APY TAGIHAN LISTRIK PLN 513988051703,tagihan,BCA,debit
KONSULTASI KLIKDOKTER,kesehatan,BCA,debit
DB GOFOOD FOOD,makanan,BNI,debit
BAYAR KLINIK APOTEK GUARDIAN DPS,kesehatan,BRI,debit
BYR VIA M-BANKING BIZNET HOME,tagihan,BRI,debit
db blibli payment,belanja,BNI,debit
DB STARBUCKS COFFEE SBY,makanan,Permata,debit
TRSF DB SUMBANGAN KARTINI SARI,transfer_sosial,Permata,transfer
BYR VIA M-BANKING TELKOMSEL SIMPATI,tagihan,BNI,debit
VIA M-BANKING TELKOMSEL SIMPATI,tagihan,BSI,debit
DB GOFOOD ORDER,makanan,Mandiri,debit
IPY BIMBEL PRIMAGAMA,pendidikan,CIMB,debit
BYR UKT SEMESTER GENAP 897641,pendidikan,Danamon,debit
NP PARKIR KOTA DPK,transport,BRI,debit
AUTODEBET BPJSTK,tagihan,BSI,debit
DEBIT EDC UKT SEMESTER GANJIL PBR,pendidikan,Mandiri,debit
PRC SOLARIA BGR,makanan,Mandiri,debit
QRIS PMT GOLD GYM BDG,hiburan,CIMB,debit
SA IB PRIMA Dr Trf 1322807480,tidak_diketahui,BCA,transfer
QRIS PMT TIMEZONE LPG,hiburan,BCA,debit
IPY TRAVELOKA,transport,Danamon,debit
NP AQIQAH BTM,lainnya,BRI,debit
TRANSFER BELANJA KELUARGA YUSUF RAHMAN 065,transfer_keluarga,BSI,transfer
QRIS PMT KANTIN KAMPUS MLG,makanan,BNI,debit
IPY BPJS KESEHATAN 82094876,tagihan,CIMB,debit
DB SHOPEEFOOD FOOD,makanan,CIMB,debit
SWITCHING DB BRI 2823649790,tidak_diketahui,BNI,transfer
DB EDC KOPI KEN,makanan,Danamon,debit
trsf e-banking db bimbel primagama,pendidikan,Permata,debit
DEBIT EDC SEDEKAH TNG,lainnya,Danamon,debit
TRSF NAFKAH BAYU NUGROHO BULANAN,transfer_keluarga,BSI,transfer
IPY SKILL ACADEMY,pendidikan,BNI,debit
QRIS PMT PARKIR KOTA BPN,transport,BNI,debit
PEMBAYARAN QRIS HOKBEN,makanan,BSI,debit
SA IB PRIMA Dr Trf 8385250259 KURNIA SARI,transfer_keluarga,BCA,transfer
